masking,class,rank,term,weight,cv_f1_mean,cv_f1_std
NONE,openai,12,non,2.9045189299740555,0.9423094913268732,0.0025719815029895086
NONE,openai,13,best,2.8292674247612015,0.9423094913268732,0.0025719815029895086
NONE,openai,14,digital tools,2.734560079985292,0.9423094913268732,0.0025719815029895086
NONE,openai,15,contexts,2.716158411677086,0.9423094913268732,0.0025719815029895086
NONE,openai,16,native,2.7127146247581515,0.9423094913268732,0.0025719815029895086
NONE,openai,17,evaluating,2.574868966194881,0.9423094913268732,0.0025719815029895086
NONE,openai,18,translation combines,2.5223501251379195,0.9423094913268732,0.0025719815029895086
NONE,openai,19,humanities translated,2.4482650262965353,0.9423094913268732,0.0025719815029895086
NONE,openai,20,widely established,2.4404035880567267,0.9423094913268732,0.0025719815029895086
NONE,gemini,1,direct,5.985978573349723,0.9423094913268732,0.0025719815029895086
NONE,gemini,2,directly,4.019699715807786,0.9423094913268732,0.0025719815029895086
NONE,gemini,3,direct accurate,3.9421348038954975,0.9423094913268732,0.0025719815029895086
NONE,gemini,4,understood,3.86904282502738,0.9423094913268732,0.0025719815029895086
NONE,gemini,5,like,3.416353025517599,0.9423094913268732,0.0025719815029895086
NONE,gemini,6,common,3.273444238413378,0.9423094913268732,0.0025719815029895086
NONE,gemini,7,plural,3.1330823856898724,0.9423094913268732,0.0025719815029895086
NONE,gemini,8,languages,3.12408995210796,0.9423094913268732,0.0025719815029895086
NONE,gemini,9,academic,2.967513331805308,0.9423094913268732,0.0025719815029895086
NONE,gemini,10,approach,2.8789971261964515,0.9423094913268732,0.0025719815029895086
NONE,gemini,11,widely understood,2.868903598872332,0.9423094913268732,0.0025719815029895086
NONE,gemini,12,standard widely,2.8496748793528486,0.9423094913268732,0.0025719815029895086
NONE,gemini,13,compound digital,2.826309115535436,0.9423094913268732,0.0025719815029895086
NONE,gemini,14,sense,2.755573158142404,0.9423094913268732,0.0025719815029895086
NONE,gemini,15,adjective,2.692531475807129,0.9423094913268732,0.0025719815029895086
NONE,gemini,16,new,2.632731256073318,0.9423094913268732,0.0025719815029895086
NONE,gemini,17,search query,2.616024699927978,0.9423094913268732,0.0025719815029895086
NONE,gemini,18,directly translates,2.5873815658363366,0.9423094913268732,0.0025719815029895086
NONE,gemini,19,descriptive,2.570670783829812,0.9423094913268732,0.0025719815029895086
NONE,gemini,20,query,2.558411127067811,0.9423094913268732,0.0025719815029895086
NONE,deepseek,1,core,4.970731432449449,0.9423094913268732,0.0025719815029895086
NONE,deepseek,2,breakdown,4.490400865449002,0.9423094913268732,0.0025719815029895086
NONE,deepseek,3,options,3.961757644721989,0.9423094913268732,0.0025719815029895086
NONE,deepseek,4,aims,3.818163394005423,0.9423094913268732,0.0025719815029895086
NONE,deepseek,5,core meaning,3.710041393115433,0.9423094913268732,0.0025719815029895086
NONE,deepseek,6,combining creates,3.5520014266391993,0.9423094913268732,0.0025719815029895086
NONE,deepseek,7,understandable,3.409364692926424,0.9423094913268732,0.0025719815029895086
NONE,deepseek,8,common,3.348750207333255,0.9423094913268732,0.0025719815029895086
NONE,deepseek,9,doesn,3.289401356986306,0.9423094913268732,0.0025719815029895086
NONE,deepseek,10,creates,3.272617367715307,0.9423094913268732,0.0025719815029895086
NONE,deepseek,11,recognizability,3.267942743375184,0.9423094913268732,0.0025719815029895086
NONE,deepseek,12,signifies,3.2440159030931675,0.9423094913268732,0.0025719815029895086
NONE,deepseek,13,transliteration,3.2063422126804015,0.9423094913268732,0.0025719815029895086
NONE,deepseek,14,attempts,3.1635229840354335,0.9423094913268732,0.0025719815029895086
NONE,deepseek,15,understanding,3.1264131221511122,0.9423094913268732,0.0025719815029895086
NONE,deepseek,16,readily,2.9464595720780347,0.9423094913268732,0.0025719815029895086
NONE,deepseek,17,equivalent,2.9452907107616393,0.9423094913268732,0.0025719815029895086
NONE,deepseek,18,let,2.8995147279820093,0.9423094913268732,0.0025719815029895086
NONE,deepseek,19,loanwords,2.8722051228408243,0.9423094913268732,0.0025719815029895086
NONE,deepseek,20,directly,2.7850793543274603,0.9423094913268732,0.0025719815029895086
NONE,llama,1,best translation,4.625474844224553,0.9423094913268732,0.0025719815029895086
NONE,llama,2,word,3.4960161001216923,0.9423094913268732,0.0025719815029895086
NONE,llama,3,humanities translated,3.476146243701502,0.9423094913268732,0.0025719815029895086
NONE,llama,4,translated literally,3.3528073054633754,0.9423094913268732,0.0025719815029895086
NONE,llama,5,arts,3.178163014112533,0.9423094913268732,0.0025719815029895086
NONE,llama,6,words,3.0716861504328112,0.9423094913268732,0.0025719815029895086
NONE,llama,7,based,3.0714447803545424,0.9423094913268732,0.0025719815029895086
NONE,llama,8,humanities arts,2.904082418542879,0.9423094913268732,0.0025719815029895086
NONE,llama,9,based language,2.666273838118999,0.9423094913268732,0.0025719815029895086
NONE,llama,10,translation english,2.5856416209529236,0.9423094913268732,0.0025719815029895086
NONE,llama,11,la,2.5826956083186046,0.9423094913268732,0.0025719815029895086
NONE,llama,12,idiomatic,2.5593309559713586,0.9423094913268732,0.0025719815029895086
NONE,llama,13,combining,2.521216523813851,0.9423094913268732,0.0025719815029895086
NONE,llama,14,combines concepts,2.368634099111588,0.9423094913268732,0.0025719815029895086
NONE,llama,15,combination,2.3214733475965397,0.9423094913268732,0.0025719815029895086
NONE,llama,16,use,2.3197483690096137,0.9423094913268732,0.0025719815029895086
NONE,llama,17,using combination,2.2654438228169673,0.9423094913268732,0.0025719815029895086
NONE,llama,18,translated,2.146148752847857,0.9423094913268732,0.0025719815029895086
NONE,llama,19,se,2.1002593083800223,0.9423094913268732,0.0025719815029895086
NONE,llama,20,digital computer,2.0743997457232837,0.9423094913268732,0.0025719815029895086
NONE,gemma,1,translates,7.738909829667253,0.9423094913268732,0.0025719815029895086
NONE,gemma,2,humanities translates,5.276561007018952,0.9423094913268732,0.0025719815029895086
NONE,gemma,3,agreed llms,3.6532960042760534,0.9423094913268732,0.0025719815029895086
NONE,gemma,4,translation based,3.2275272570066447,0.9423094913268732,0.0025719815029895086
NONE,gemma,5,agreed,3.1533671615670125,0.9423094913268732,0.0025719815029895086
NONE,gemma,6,translated,3.079591959409912,0.9423094913268732,0.0025719815029895086
NONE,gemma,7,widely agreed,2.8761679315907394,0.9423094913268732,0.0025719815029895086
NONE,gemma,8,term digital,2.8123224385684416,0.9423094913268732,0.0025719815029895086
NONE,gemma,9,translating,2.602919947935793,0.9423094913268732,0.0025719815029895086
NONE,gemma,10,approximated,2.243631718979611,0.9423094913268732,0.0025719815029895086
NONE,gemma,11,english,2.2219015184646467,0.9423094913268732,0.0025719815029895086
NONE,gemma,12,english translates,2.2053745662656725,0.9423094913268732,0.0025719815029895086
NONE,gemma,13,llms,2.114923828025779,0.9423094913268732,0.0025719815029895086
NONE,gemma,14,doesn direct,2.109906142107257,0.9423094913268732,0.0025719815029895086
NONE,gemma,15,direct translation,2.075814892163933,0.9423094913268732,0.0025719815029895086
NONE,gemma,16,loose,2.0478323012350077,0.9423094913268732,0.0025719815029895086
NONE,gemma,17,digital translates,2.047506054742128,0.9423094913268732,0.0025719815029895086
NONE,gemma,18,claude,2.039167460993344,0.9423094913268732,0.0025719815029895086
NONE,gemma,19,based standard,2.029085652070784,0.9423094913268732,0.0025719815029895086
NONE,gemma,20,translation english,2.0193459730817014,0.9423094913268732,0.0025719815029895086
NONE,qwen,1,digital technology,4.32210963088721,0.9423094913268732,0.0025719815029895086
NONE,qwen,2,technology study,4.077913614425447,0.9423094913268732,0.0025719815029895086
NONE,qwen,3,field combines,3.8813999265165378,0.9423094913268732,0.0025719815029895086
NONE,qwen,4,term digital,3.880232306173451,0.9423094913268732,0.0025719815029895086
NONE,qwen,5,terms,3.775891843823391,0.9423094913268732,0.0025719815029895086
NONE,qwen,6,appropriate,3.435895800866527,0.9423094913268732,0.0025719815029895086
NONE,qwen,7,especially,2.9711909007305057,0.9423094913268732,0.0025719815029895086
NONE,qwen,8,humanities translation,2.8945455605018333,0.9423094913268732,0.0025719815029895086
NONE,qwen,9,study humanities,2.845838544098451,0.9423094913268732,0.0025719815029895086
NONE,qwen,10,specialized,2.71888157005224,0.9423094913268732,0.0025719815029895086
NONE,qwen,11,refers interdisciplinary,2.6619711917399242,0.9423094913268732,0.0025719815029895086
NONE,qwen,12,essence,2.6525310296616444,0.9423094913268732,0.0025719815029895086
NONE,qwen,13,humanities refers,2.6409973659254042,0.9423094913268732,0.0025719815029895086
NONE,qwen,14,translation captures,2.622427899282729,0.9423094913268732,0.0025719815029895086
NONE,qwen,15,technology,2.6162363890596736,0.9423094913268732,0.0025719815029895086
NONE,qwen,16,borrows terms,2.5817130782133115,0.9423094913268732,0.0025719815029895086
NONE,qwen,17,translates humanities,2.581678987821568,0.9423094913268732,0.0025719815029895086
NONE,qwen,18,refers,2.5353495164304287,0.9423094913268732,0.0025719815029895086
NONE,qwen,19,captures essence,2.5170046613947554,0.9423094913268732,0.0025719815029895086
NONE,qwen,20,digital translation,2.4358375486225636,0.9423094913268732,0.0025719815029895086
NONE,mistral,1,closest,4.595937122809992,0.9423094913268732,0.0025719815029895086
NONE,mistral,2,maintains,3.98745097254892,0.9423094913268732,0.0025719815029895086
NONE,mistral,3,provided,3.611772683570346,0.9423094913268732,0.0025719815029895086
NONE,mistral,4,essence,3.5878365172461533,0.9423094913268732,0.0025719815029895086
NONE,mistral,5,因此,3.2720067922559486,0.9423094913268732,0.0025719815029895086
NONE,mistral,6,exact,3.174989969177425,0.9423094913268732,0.0025719815029895086
NONE,mistral,7,accurate widely,2.8706296430553757,0.9423094913268732,0.0025719815029895086
NONE,mistral,8,可以翻译为,2.8270160850152397,0.9423094913268732,0.0025719815029895086
NONE,mistral,9,refers humanities,2.822888056187865,0.9423094913268732,0.0025719815029895086
NONE,mistral,10,direct translation,2.6985900578050153,0.9423094913268732,0.0025719815029895086
NONE,mistral,11,humanities 可以翻译为,2.671429949719606,0.9423094913268732,0.0025719815029895086
NONE,mistral,12,humanities does,2.5665515334959026,0.9423094913268732,0.0025719815029895086
NONE,mistral,13,combines elements,2.54289575522867,0.9423094913268732,0.0025719815029895086
NONE,mistral,14,translation maintains,2.53068255035793,0.9423094913268732,0.0025719815029895086
NONE,mistral,15,elements,2.499603851710795,0.9423094913268732,0.0025719815029895086
NONE,mistral,16,standard translation,2.423373389122112,0.9423094913268732,0.0025719815029895086
NONE,mistral,17,directly translates,2.414920396869901,0.9423094913268732,0.0025719815029895086
NONE,mistral,18,translation uses,2.397784294067939,0.9423094913268732,0.0025719815029895086
NONE,mistral,19,translated,2.3780400067598784,0.9423094913268732,0.0025719815029895086
NONE,mistral,20,maintaining,2.368164303212168,0.9423094913268732,0.0025719815029895086
NAMES_ONLY,claude,1,follows,5.97003754240142,0.942538938758064,0.002217306294075167
NAMES_ONLY,claude,2,terminology,5.715667899405388,0.942538938758064,0.002217306294075167
NAMES_ONLY,claude,3,academic,4.741965098882508,0.942538938758064,0.002217306294075167
NAMES_ONLY,claude,4,human,4.192244814251728,0.942538938758064,0.002217306294075167
NAMES_ONLY,claude,5,alternative,4.184771634642292,0.942538938758064,0.002217306294075167
NAMES_ONLY,claude,6,sciences,4.048656239976106,0.942538938758064,0.002217306294075167
NAMES_ONLY,claude,7,patterns,3.84922987047186,0.942538938758064,0.002217306294075167
NAMES_ONLY,claude,8,academic terminology,3.7663538693264167,0.942538938758064,0.002217306294075167
NAMES_ONLY,claude,9,knowledge,3.761361621983206,0.942538938758064,0.002217306294075167
NAMES_ONLY,claude,10,github,3.333869330493854,0.942538938758064,0.002217306294075167
NAMES_ONLY,claude,11,technical,3.2416147043129144,0.942538938758064,0.002217306294075167
NAMES_ONLY,claude,12,academic contexts,2.809364570371127,0.942538938758064,0.002217306294075167
NAMES_ONLY,claude,13,established,2.7908721038584163,0.942538938758064,0.002217306294075167
NAMES_ONLY,claude,14,typically,2.6309903435673467,0.942538938758064,0.002217306294075167
NAMES_ONLY,claude,15,learning,2.536563640539952,0.942538938758064,0.002217306294075167
NAMES_ONLY,claude,16,standard,2.504178067919173,0.942538938758064,0.002217306294075167
NAMES_ONLY,claude,17,proper,2.4522849401006375,0.942538938758064,0.002217306294075167
NAMES_ONLY,claude,18,conventions,2.4056818276633543,0.942538938758064,0.002217306294075167
NAMES_ONLY,claude,19,speakers,2.394057495531905,0.942538938758064,0.002217306294075167
NAMES_ONLY,claude,20,borrowed,2.382231098811257,0.942538938758064,0.002217306294075167
NAMES_ONLY,openai,1,standard,4.447833672978785,0.942538938758064,0.002217306294075167
NAMES_ONLY,openai,2,reflecting,4.0902707006013905,0.942538938758064,0.002217306294075167
NAMES_ONLY,openai,3,academic,3.332158972025757,0.942538938758064,0.002217306294075167
NAMES_ONLY,openai,4,field,3.215465927731937,0.942538938758064,0.002217306294075167
NAMES_ONLY,openai,5,adapted,3.1886375776612046,0.942538938758064,0.002217306294075167
NAMES_ONLY,openai,6,humanities commonly,3.1859448860282233,0.942538938758064,0.002217306294075167
NAMES_ONLY,openai,7,uses,3.171411244023535,0.942538938758064,0.002217306294075167
NAMES_ONLY,openai,8,nonsensical,3.1011318498775533,0.942538938758064,0.002217306294075167
NAMES_ONLY,openai,9,interdisciplinary,3.043370840883509,0.942538938758064,0.002217306294075167
NAMES_ONLY,openai,10,non,3.014968580158102,0.942538938758064,0.002217306294075167
NAMES_ONLY,openai,11,evaluating proposed,2.9933625860393382,0.942538938758064,0.002217306294075167
NAMES_ONLY,openai,12,unrelated,2.9767591890285905,0.942538938758064,0.002217306294075167
NAMES_ONLY,openai,13,best,2.949041759197906,0.942538938758064,0.002217306294075167
NAMES_ONLY,openai,14,digital tools,2.726523894031191,0.942538938758064,0.002217306294075167
NAMES_ONLY,openai,15,native,2.6988590226632208,0.942538938758064,0.002217306294075167
NAMES_ONLY,openai,16,contexts,2.6946011123779248,0.942538938758064,0.002217306294075167
NAMES_ONLY,openai,17,evaluating,2.6073062125510638,0.942538938758064,0.002217306294075167
NAMES_ONLY,openai,18,translation combines,2.48958237468253,0.942538938758064,0.002217306294075167
NAMES_ONLY,openai,19,widely established,2.4208011401948073,0.942538938758064,0.002217306294075167
NAMES_ONLY,openai,20,humanities translated,2.416416602755043,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemini,1,direct,5.988204889683738,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemini,2,directly,4.02167146550069,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemini,3,direct accurate,3.93554841783426,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemini,4,understood,3.8559465879875456,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemini,5,like,3.4254857150024125,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemini,6,common,3.3075094362108475,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemini,7,plural,3.1505529265133396,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemini,8,languages,3.125018116886573,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemini,9,academic,2.984016279402122,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemini,10,widely understood,2.873054973712866,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemini,11,approach,2.865927119692557,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemini,12,standard widely,2.838783054642176,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemini,13,compound digital,2.8044236972091467,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemini,14,sense,2.742738975673645,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemini,15,adjective,2.7057703701220825,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemini,16,new,2.649964995520968,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemini,17,search query,2.5999428978039347,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemini,18,descriptive,2.588836447178489,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemini,19,directly translates,2.5747008043884554,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemini,20,humanity,2.5583371286141925,0.942538938758064,0.002217306294075167
NAMES_ONLY,deepseek,1,core,4.988567387666943,0.942538938758064,0.002217306294075167
NAMES_ONLY,deepseek,2,breakdown,4.518473293654274,0.942538938758064,0.002217306294075167
NAMES_ONLY,deepseek,3,options,3.9624722288981067,0.942538938758064,0.002217306294075167
NAMES_ONLY,deepseek,4,aims,3.8437093017872823,0.942538938758064,0.002217306294075167
NAMES_ONLY,deepseek,5,core meaning,3.724983171619602,0.942538938758064,0.002217306294075167
NAMES_ONLY,deepseek,6,combining creates,3.5532360101311364,0.942538938758064,0.002217306294075167
NAMES_ONLY,deepseek,7,understandable,3.4213483163859646,0.942538938758064,0.002217306294075167
NAMES_ONLY,deepseek,8,common,3.3596185412758306,0.942538938758064,0.002217306294075167
NAMES_ONLY,deepseek,9,doesn,3.279715933640225,0.942538938758064,0.002217306294075167
NAMES_ONLY,deepseek,10,creates,3.2785991894194857,0.942538938758064,0.002217306294075167
NAMES_ONLY,deepseek,11,recognizability,3.2652100114886187,0.942538938758064,0.002217306294075167
NAMES_ONLY,deepseek,12,signifies,3.246721826809413,0.942538938758064,0.002217306294075167
NAMES_ONLY,deepseek,13,transliteration,3.2106790220575316,0.942538938758064,0.002217306294075167
NAMES_ONLY,deepseek,14,attempts,3.1393986447058704,0.942538938758064,0.002217306294075167
NAMES_ONLY,deepseek,15,understanding,3.0918257555849356,0.942538938758064,0.002217306294075167
NAMES_ONLY,deepseek,16,equivalent,2.964400372894253,0.942538938758064,0.002217306294075167
NAMES_ONLY,deepseek,17,readily,2.953094586716723,0.942538938758064,0.002217306294075167
NAMES_ONLY,deepseek,18,let,2.8697013012627544,0.942538938758064,0.002217306294075167
NAMES_ONLY,deepseek,19,loanwords,2.8467043054237444,0.942538938758064,0.002217306294075167
NAMES_ONLY,deepseek,20,directly,2.7944944854968194,0.942538938758064,0.002217306294075167
NAMES_ONLY,llama,1,best translation,4.765933709422427,0.942538938758064,0.002217306294075167
NAMES_ONLY,llama,2,word,3.4758196008788405,0.942538938758064,0.002217306294075167
NAMES_ONLY,llama,3,humanities translated,3.4155233610782556,0.942538938758064,0.002217306294075167
NAMES_ONLY,llama,4,translated literally,3.3210931924537994,0.942538938758064,0.002217306294075167
NAMES_ONLY,llama,5,arts,3.194285198832082,0.942538938758064,0.002217306294075167
NAMES_ONLY,llama,6,based,3.0767554420305356,0.942538938758064,0.002217306294075167
NAMES_ONLY,llama,7,words,3.072909641057251,0.942538938758064,0.002217306294075167
NAMES_ONLY,llama,8,humanities arts,2.9087204312668167,0.942538938758064,0.002217306294075167
NAMES_ONLY,llama,9,based language,2.647844714954638,0.942538938758064,0.002217306294075167
NAMES_ONLY,llama,10,idiomatic,2.59997334140887,0.942538938758064,0.002217306294075167
NAMES_ONLY,llama,11,la,2.5656107542750775,0.942538938758064,0.002217306294075167
NAMES_ONLY,llama,12,translation english,2.5618472711268727,0.942538938758064,0.002217306294075167
NAMES_ONLY,llama,13,combining,2.5300719096328246,0.942538938758064,0.002217306294075167
NAMES_ONLY,llama,14,use,2.379333064643924,0.942538938758064,0.002217306294075167
NAMES_ONLY,llama,15,combines concepts,2.3549909301501395,0.942538938758064,0.002217306294075167
NAMES_ONLY,llama,16,combination,2.3229063741379856,0.942538938758064,0.002217306294075167
NAMES_ONLY,llama,17,using combination,2.233236495743886,0.942538938758064,0.002217306294075167
NAMES_ONLY,llama,18,variant,2.1678703562835038,0.942538938758064,0.002217306294075167
NAMES_ONLY,llama,19,translated,2.149816081397729,0.942538938758064,0.002217306294075167
NAMES_ONLY,llama,20,digital computer,2.0911948228327857,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemma,1,translates,7.720382408169358,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemma,2,humanities translates,5.219543806192438,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemma,3,agreed llms,3.7157030071344277,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemma,4,translation based,3.216943141817016,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemma,5,agreed,3.2043254120968903,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemma,6,translated,3.026179126959038,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemma,7,widely agreed,2.88126460115413,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemma,8,term digital,2.794904806184502,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemma,9,translating,2.563292596785222,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemma,10,v3,2.5384426338352175,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemma,11,strategy,2.249686312237382,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemma,12,approximated,2.21335318171301,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemma,13,english translates,2.1847683831240006,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemma,14,english,2.183642002462319,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemma,15,llms,2.15906400344963,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemma,16,doesn direct,2.0716877262963047,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemma,17,direct translation,2.0586447599823066,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemma,18,based standard,2.023073190153684,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemma,19,loose,2.0092101247015512,0.942538938758064,0.002217306294075167
NAMES_ONLY,gemma,20,digital translates,2.0084017227097246,0.942538938758064,0.002217306294075167
NAMES_ONLY,qwen,1,digital technology,4.325914998410282,0.942538938758064,0.002217306294075167
NAMES_ONLY,qwen,2,technology study,4.075401731279705,0.942538938758064,0.002217306294075167
NAMES_ONLY,qwen,3,term digital,3.896384360620301,0.942538938758064,0.002217306294075167
NAMES_ONLY,qwen,4,field combines,3.889794767714468,0.942538938758064,0.002217306294075167
NAMES_ONLY,qwen,5,terms,3.7717907457876407,0.942538938758064,0.002217306294075167
NAMES_ONLY,qwen,6,appropriate,3.3593947477133694,0.942538938758064,0.002217306294075167
NAMES_ONLY,qwen,7,especially,2.9634674203015114,0.942538938758064,0.002217306294075167
NAMES_ONLY,qwen,8,humanities translation,2.9014854956357135,0.942538938758064,0.002217306294075167
NAMES_ONLY,qwen,9,study humanities,2.868524556934411,0.942538938758064,0.002217306294075167
NAMES_ONLY,qwen,10,specialized,2.7049571673877644,0.942538938758064,0.002217306294075167
NAMES_ONLY,qwen,11,refers interdisciplinary,2.678756361970202,0.942538938758064,0.002217306294075167
NAMES_ONLY,qwen,12,humanities refers,2.6739051641713676,0.942538938758064,0.002217306294075167
NAMES_ONLY,qwen,13,essence,2.6529213868624772,0.942538938758064,0.002217306294075167
NAMES_ONLY,qwen,14,technology,2.607947332558135,0.942538938758064,0.002217306294075167
NAMES_ONLY,qwen,15,translation captures,2.6077573736667135,0.942538938758064,0.002217306294075167
NAMES_ONLY,qwen,16,borrows terms,2.5758386159767084,0.942538938758064,0.002217306294075167
NAMES_ONLY,qwen,17,translates humanities,2.567034118101901,0.942538938758064,0.002217306294075167
NAMES_ONLY,qwen,18,refers,2.5601648622628015,0.942538938758064,0.002217306294075167
NAMES_ONLY,qwen,19,captures essence,2.4814513952917063,0.942538938758064,0.002217306294075167
NAMES_ONLY,qwen,20,digital translation,2.4320916406719495,0.942538938758064,0.002217306294075167
NAMES_ONLY,mistral,1,closest,4.573659407058346,0.942538938758064,0.002217306294075167
NAMES_ONLY,mistral,2,maintains,3.9688965621759187,0.942538938758064,0.002217306294075167
NAMES_ONLY,mistral,3,essence,3.596699829514846,0.942538938758064,0.002217306294075167
NAMES_ONLY,mistral,4,provided,3.545081671583663,0.942538938758064,0.002217306294075167
NAMES_ONLY,mistral,5,因此,3.257590494024488,0.942538938758064,0.002217306294075167
NAMES_ONLY,mistral,6,exact,3.158622813082009,0.942538938758064,0.002217306294075167
NAMES_ONLY,mistral,7,accurate widely,2.894397629141605,0.942538938758064,0.002217306294075167
NAMES_ONLY,mistral,8,可以翻译为,2.8392611475304457,0.942538938758064,0.002217306294075167
NAMES_ONLY,mistral,9,refers humanities,2.802867524415214,0.942538938758064,0.002217306294075167
NAMES_ONLY,mistral,10,direct translation,2.6945267774060295,0.942538938758064,0.002217306294075167
NAMES_ONLY,mistral,11,humanities 可以翻译为,2.6823903146493104,0.942538938758064,0.002217306294075167
NAMES_ONLY,mistral,12,humanities does,2.5419005377685373,0.942538938758064,0.002217306294075167
NAMES_ONLY,mistral,13,translation maintains,2.5310771714136577,0.942538938758064,0.002217306294075167
NAMES_ONLY,mistral,14,combines elements,2.518028262352406,0.942538938758064,0.002217306294075167
NAMES_ONLY,mistral,15,elements,2.4799576920846484,0.942538938758064,0.002217306294075167
NAMES_ONLY,mistral,16,directly translates,2.4371485247777067,0.942538938758064,0.002217306294075167
NAMES_ONLY,mistral,17,translated,2.3986697126392253,0.942538938758064,0.002217306294075167
NAMES_ONLY,mistral,18,translation uses,2.3933017362019937,0.942538938758064,0.002217306294075167
NAMES_ONLY,mistral,19,standard translation,2.3809417633088645,0.942538938758064,0.002217306294075167
NAMES_ONLY,mistral,20,maintaining,2.355622594651476,0.942538938758064,0.002217306294075167
STANDARD,claude,1,follows,5.676395515810663,0.9453544273789207,0.0023831194672826396
