masking,class,rank,term,weight,cv_f1_mean,cv_f1_std
NAMES_ONLY,minimal,15,recognizable,2.209554333618692,0.8974735088793523,0.003129766124719038
NAMES_ONLY,minimal,16,content,2.164499877285939,0.8974735088793523,0.003129766124719038
NAMES_ONLY,minimal,17,speaking,2.160683581295937,0.8974735088793523,0.003129766124719038
NAMES_ONLY,minimal,18,searching,2.032970511608365,0.8974735088793523,0.003129766124719038
NAMES_ONLY,minimal,19,based,2.0109105177809434,0.8974735088793523,0.003129766124719038
NAMES_ONLY,minimal,20,code,2.001531473840537,0.8974735088793523,0.003129766124719038
NAMES_ONLY,github_searcher,1,translations,7.593869381522627,0.8974735088793523,0.003129766124719038
NAMES_ONLY,github_searcher,2,proposed,6.872411310115451,0.8974735088793523,0.003129766124719038
NAMES_ONLY,github_searcher,3,sources,4.495981285614048,0.8974735088793523,0.003129766124719038
NAMES_ONLY,github_searcher,4,proposed translations,4.403511041920813,0.8974735088793523,0.003129766124719038
NAMES_ONLY,github_searcher,5,choice,4.403191996781404,0.8974735088793523,0.003129766124719038
NAMES_ONLY,github_searcher,6,accurate,4.157748918213206,0.8974735088793523,0.003129766124719038
NAMES_ONLY,github_searcher,7,consistent,3.5530709462417667,0.8974735088793523,0.003129766124719038
NAMES_ONLY,github_searcher,8,aligns,3.523666640847132,0.8974735088793523,0.003129766124719038
NAMES_ONLY,github_searcher,9,accurately,3.360671183190746,0.8974735088793523,0.003129766124719038
NAMES_ONLY,github_searcher,10,agreed,3.341865632952818,0.8974735088793523,0.003129766124719038
NAMES_ONLY,github_searcher,11,appropriate,3.324021718455591,0.8974735088793523,0.003129766124719038
NAMES_ONLY,github_searcher,12,best,3.3013801509322227,0.8974735088793523,0.003129766124719038
NAMES_ONLY,github_searcher,13,v3,3.2512387817500166,0.8974735088793523,0.003129766124719038
NAMES_ONLY,github_searcher,14,options,3.2415546123551797,0.8974735088793523,0.003129766124719038
NAMES_ONLY,github_searcher,15,use,3.184900318066292,0.8974735088793523,0.003129766124719038
NAMES_ONLY,github_searcher,16,making,3.1488766091444496,0.8974735088793523,0.003129766124719038
NAMES_ONLY,github_searcher,17,option,3.1368050063240838,0.8974735088793523,0.003129766124719038
NAMES_ONLY,github_searcher,18,llms,3.1308625205557075,0.8974735088793523,0.003129766124719038
NAMES_ONLY,github_searcher,19,widely agreed,3.002701734826515,0.8974735088793523,0.003129766124719038
NAMES_ONLY,github_searcher,20,multiple,3.000493058169449,0.8974735088793523,0.003129766124719038
NAMES_ONLY,judge,1,iso,7.63457987047231,0.8974735088793523,0.003129766124719038
NAMES_ONLY,judge,2,breakdown,5.272242550907483,0.8974735088793523,0.003129766124719038
NAMES_ONLY,judge,3,term digital,3.4454926774601033,0.8974735088793523,0.003129766124719038
NAMES_ONLY,judge,4,alternative,2.6699344312325026,0.8974735088793523,0.003129766124719038
NAMES_ONLY,judge,5,literally,2.511612625818485,0.8974735088793523,0.003129766124719038
NAMES_ONLY,judge,6,modern,2.502315257179055,0.8974735088793523,0.003129766124719038
NAMES_ONLY,judge,7,translation aims,2.3480802857214917,0.8974735088793523,0.003129766124719038
NAMES_ONLY,judge,8,humanities translated,2.3360605279839293,0.8974735088793523,0.003129766124719038
NAMES_ONLY,judge,9,digital translates,2.2850512577001747,0.8974735088793523,0.003129766124719038
NAMES_ONLY,judge,10,其中,2.0771637607311413,0.8974735088793523,0.003129766124719038
NAMES_ONLY,judge,11,translation breaks,2.066750502638639,0.8974735088793523,0.003129766124719038
NAMES_ONLY,judge,12,translated literally,2.06450947232517,0.8974735088793523,0.003129766124719038
NAMES_ONLY,judge,13,derived,2.0143179592160965,0.8974735088793523,0.003129766124719038
NAMES_ONLY,judge,14,convey essence,1.9454797305350278,0.8974735088793523,0.003129766124719038
NAMES_ONLY,judge,15,note,1.9273679184802668,0.8974735088793523,0.003129766124719038
NAMES_ONLY,judge,16,idea,1.917253228205008,0.8974735088793523,0.003129766124719038
NAMES_ONLY,judge,17,translation attempts,1.8840510333099676,0.8974735088793523,0.003129766124719038
NAMES_ONLY,judge,18,approximation,1.8827629670434616,0.8974735088793523,0.003129766124719038
NAMES_ONLY,judge,19,borrowed,1.8742897146101125,0.8974735088793523,0.003129766124719038
NAMES_ONLY,judge,20,word,1.8472171960090693,0.8974735088793523,0.003129766124719038
STANDARD,minimal,1,github,5.64530675018098,0.8998342927886543,0.0038988511062014266
STANDARD,minimal,2,search,5.39743096297498,0.8998342927886543,0.0038988511062014266
STANDARD,minimal,3,translation based,3.6776023995119553,0.8998342927886543,0.0038988511062014266
STANDARD,minimal,4,translated,2.787929941795525,0.8998342927886543,0.0038988511062014266
STANDARD,minimal,5,translation combines,2.720330163544127,0.8998342927886543,0.0038988511062014266
STANDARD,minimal,6,direct,2.649849452962702,0.8998342927886543,0.0038988511062014266
STANDARD,minimal,7,translation using,2.6463053588558068,0.8998342927886543,0.0038988511062014266
STANDARD,minimal,8,query,2.629170448135171,0.8998342927886543,0.0038988511062014266
STANDARD,minimal,9,contexts,2.581104950203776,0.8998342927886543,0.0038988511062014266
STANDARD,minimal,10,scholarship,2.579532878191281,0.8998342927886543,0.0038988511062014266
STANDARD,minimal,11,search query,2.508518866338738,0.8998342927886543,0.0038988511062014266
STANDARD,minimal,12,standard translation,2.479836797617954,0.8998342927886543,0.0038988511062014266
STANDARD,minimal,13,combination aims,2.362191654518958,0.8998342927886543,0.0038988511062014266
STANDARD,minimal,14,iso code,2.2344015823003196,0.8998342927886543,0.0038988511062014266
STANDARD,minimal,15,content,2.151206258382914,0.8998342927886543,0.0038988511062014266
STANDARD,minimal,16,translation captures,2.1459091087338775,0.8998342927886543,0.0038988511062014266
STANDARD,minimal,17,language,2.0661333293605453,0.8998342927886543,0.0038988511062014266
STANDARD,minimal,18,based language,2.0404249470665667,0.8998342927886543,0.0038988511062014266
STANDARD,minimal,19,code,2.0305415060836873,0.8998342927886543,0.0038988511062014266
STANDARD,minimal,20,searching,2.0043522994011065,0.8998342927886543,0.0038988511062014266
STANDARD,github_searcher,1,translations,7.4426862442463415,0.8998342927886543,0.0038988511062014266
STANDARD,github_searcher,2,proposed,6.746238489570386,0.8998342927886543,0.0038988511062014266
STANDARD,github_searcher,3,choice,4.420697718789658,0.8998342927886543,0.0038988511062014266
STANDARD,github_searcher,4,sources,4.39339447803422,0.8998342927886543,0.0038988511062014266
STANDARD,github_searcher,5,proposed translations,4.303705749241862,0.8998342927886543,0.0038988511062014266
STANDARD,github_searcher,6,accurate,3.9840026838398863,0.8998342927886543,0.0038988511062014266
STANDARD,github_searcher,7,aligns,3.4766117919683683,0.8998342927886543,0.0038988511062014266
STANDARD,github_searcher,8,consistent,3.382830663668196,0.8998342927886543,0.0038988511062014266
STANDARD,github_searcher,9,agreed,3.2652778515218643,0.8998342927886543,0.0038988511062014266
STANDARD,github_searcher,10,best,3.2354377668719296,0.8998342927886543,0.0038988511062014266
STANDARD,github_searcher,11,options,3.186705555525711,0.8998342927886543,0.0038988511062014266
STANDARD,github_searcher,12,v3,3.1690851370148305,0.8998342927886543,0.0038988511062014266
STANDARD,github_searcher,13,accurately,3.1608926076714474,0.8998342927886543,0.0038988511062014266
STANDARD,github_searcher,14,appropriate,3.1455244282330166,0.8998342927886543,0.0038988511062014266
STANDARD,github_searcher,15,llms,3.1222742990980628,0.8998342927886543,0.0038988511062014266
STANDARD,github_searcher,16,use,3.087285032282485,0.8998342927886543,0.0038988511062014266
STANDARD,github_searcher,17,option,3.0834292822703167,0.8998342927886543,0.0038988511062014266
STANDARD,github_searcher,18,making,2.973794800565526,0.8998342927886543,0.0038988511062014266
STANDARD,github_searcher,19,widely agreed,2.9456708689893607,0.8998342927886543,0.0038988511062014266
STANDARD,github_searcher,20,multiple,2.8850060219699083,0.8998342927886543,0.0038988511062014266
STANDARD,judge,1,iso,6.8924663517271805,0.8998342927886543,0.0038988511062014266
STANDARD,judge,2,breakdown,5.079010885705922,0.8998342927886543,0.0038988511062014266
STANDARD,judge,3,alternative,2.785591303321415,0.8998342927886543,0.0038988511062014266
STANDARD,judge,4,literally,2.416023138660508,0.8998342927886543,0.0038988511062014266
STANDARD,judge,5,term translated,2.402473853522459,0.8998342927886543,0.0038988511062014266
STANDARD,judge,6,translation aims,2.308212704577561,0.8998342927886543,0.0038988511062014266
STANDARD,judge,7,modern,2.247944919431487,0.8998342927886543,0.0038988511062014266
STANDARD,judge,8,其中,2.1787770087498535,0.8998342927886543,0.0038988511062014266
STANDARD,judge,9,translation breaks,2.064559159844097,0.8998342927886543,0.0038988511062014266
STANDARD,judge,10,rendered,2.04811735258594,0.8998342927886543,0.0038988511062014266
STANDARD,judge,11,term combination,2.0437312846282807,0.8998342927886543,0.0038988511062014266
STANDARD,judge,12,translated literally,2.0170899658542787,0.8998342927886543,0.0038988511062014266
STANDARD,judge,13,translated,2.016877383867926,0.8998342927886543,0.0038988511062014266
STANDARD,judge,14,word,1.9445088076897104,0.8998342927886543,0.0038988511062014266
STANDARD,judge,15,idea,1.884986224683868,0.8998342927886543,0.0038988511062014266
STANDARD,judge,16,modern academic,1.8472842974475665,0.8998342927886543,0.0038988511062014266
STANDARD,judge,17,iso translation,1.8374955771754882,0.8998342927886543,0.0038988511062014266
STANDARD,judge,18,use technology,1.821472498426544,0.8998342927886543,0.0038988511062014266
STANDARD,judge,19,term compound,1.7940856862704044,0.8998342927886543,0.0038988511062014266
STANDARD,judge,20,derived,1.7717061914378738,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,minimal,1,github,5.64530675018098,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,minimal,2,search,5.39743096297498,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,minimal,3,translation based,3.6776023995119553,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,minimal,4,translated,2.787929941795525,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,minimal,5,translation combines,2.720330163544127,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,minimal,6,direct,2.649849452962702,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,minimal,7,translation using,2.6463053588558068,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,minimal,8,query,2.629170448135171,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,minimal,9,contexts,2.581104950203776,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,minimal,10,scholarship,2.579532878191281,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,minimal,11,search query,2.508518866338738,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,minimal,12,standard translation,2.479836797617954,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,minimal,13,combination aims,2.362191654518958,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,minimal,14,iso code,2.2344015823003196,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,minimal,15,content,2.151206258382914,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,minimal,16,translation captures,2.1459091087338775,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,minimal,17,language,2.0661333293605453,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,minimal,18,based language,2.0404249470665667,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,minimal,19,code,2.0305415060836873,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,minimal,20,searching,2.0043522994011065,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,github_searcher,1,translations,7.4426862442463415,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,github_searcher,2,proposed,6.746238489570386,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,github_searcher,3,choice,4.420697718789658,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,github_searcher,4,sources,4.39339447803422,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,github_searcher,5,proposed translations,4.303705749241862,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,github_searcher,6,accurate,3.9840026838398863,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,github_searcher,7,aligns,3.4766117919683683,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,github_searcher,8,consistent,3.382830663668196,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,github_searcher,9,agreed,3.2652778515218643,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,github_searcher,10,best,3.2354377668719296,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,github_searcher,11,options,3.186705555525711,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,github_searcher,12,v3,3.1690851370148305,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,github_searcher,13,accurately,3.1608926076714474,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,github_searcher,14,appropriate,3.1455244282330166,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,github_searcher,15,llms,3.1222742990980628,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,github_searcher,16,use,3.087285032282485,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,github_searcher,17,option,3.0834292822703167,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,github_searcher,18,making,2.973794800565526,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,github_searcher,19,widely agreed,2.9456708689893607,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,github_searcher,20,multiple,2.8850060219699083,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,judge,1,iso,6.8924663517271805,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,judge,2,breakdown,5.079010885705922,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,judge,3,alternative,2.785591303321415,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,judge,4,literally,2.416023138660508,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,judge,5,term translated,2.402473853522459,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,judge,6,translation aims,2.308212704577561,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,judge,7,modern,2.247944919431487,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,judge,8,其中,2.1787770087498535,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,judge,9,translation breaks,2.064559159844097,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,judge,10,rendered,2.04811735258594,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,judge,11,term combination,2.0437312846282807,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,judge,12,translated literally,2.0170899658542787,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,judge,13,translated,2.016877383867926,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,judge,14,word,1.9445088076897104,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,judge,15,idea,1.884986224683868,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,judge,16,modern academic,1.8472842974475665,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,judge,17,iso translation,1.8374955771754882,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,judge,18,use technology,1.821472498426544,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,judge,19,term compound,1.7940856862704044,0.8998342927886543,0.0038988511062014266
AGGRESSIVE,judge,20,derived,1.7717061914378738,0.8998342927886543,0.0038988511062014266
