error_date,error_url,status_code,term_source,language_code,ollama_translated_term
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,lv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,cs,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ku,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,az,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,kj,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,la,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,de,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ms,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,sc,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ug,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,kk,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,nl,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,kr,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,kn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,lg,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ia,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,is,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,sq,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ae,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ky,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,th,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,fr,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ki,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,kw,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,yo,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,cy,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,uz,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,it,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,jv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,kk,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ht,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ca,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,el,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,da,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,co,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,gd,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,jv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,mn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,bh,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,fy,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,an,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,nd,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ik,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,lo,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,kv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ii,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,sc,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ru,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,rn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,pi,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,pa,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,kj,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,mg,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,hi,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,gn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,hz,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,en,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ig,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ca,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,cr,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,lb,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,co,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ho,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,kl,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,fj,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,az,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ss,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,de,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ig,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,li,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,lu,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,kw,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ga,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ce,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,my,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,bi,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,bn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ia,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ar,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,kg,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,cr,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,te,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,cv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ho,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,iu,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,uk,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ug,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,tr,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,af,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,he,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ja,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,nv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ig,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ak,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,bo,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,be,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ba,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ab,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,zu,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,za,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,yo,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ae,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,sv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,gl,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ko,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,kg,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,eo,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,is,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,dz,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,cv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,pt,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,th,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ki,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,mi,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,nv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,mi,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,nn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,es,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ku,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,gl,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ii,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,mt,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,en,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,hz,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ff,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ti,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ks,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,hu,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,nl,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,lv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,sw,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ro,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ka,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,lg,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,oj,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,lt,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,tl,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,vo,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,yi,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,nn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,pi,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,pt,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,es,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,lt,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,sd,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ln,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ae,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,hr,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ms,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,tn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,de,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ng,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,bo,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ru,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ht,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,lb,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ts,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,gn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,la,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,nd,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,io,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,li,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,cr,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,mh,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ga,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,xh,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,fa,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,bg,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,sg,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,eu,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ks,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ba,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,dz,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ar,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,an,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,tg,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,zu,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,lo,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,iu,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ta,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,kj,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,na,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ml,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ks,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,kk,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,nn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ha,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ps,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,hu,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,rw,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,lu,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,sk,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,mn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,st,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,kg,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,rn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ss,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,rw,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,za,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ms,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,gn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,cy,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,rn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,av,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,cu,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,no,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,vi,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ch,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ch,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,km,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,lu,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ce,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ky,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,mk,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,vi,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,wo,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ng,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,or,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,na,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,nr,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,no,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,xh,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,my,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,su,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ba,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,be,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,sn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,sc,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,sk,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ht,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,sw,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ta,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,vo,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,jv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,dv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ff,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,kw,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,kv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,cu,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,sd,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,dz,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,ff,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,fr,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,fi,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,et,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,en,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,dz,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,nl,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,sr,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,co,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ny,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,su,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,lo,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,am,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,sq,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ak,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,af,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,nv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,bn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,as,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,vo,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,sw,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,az,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,hz,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,bi,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,lt,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,et,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,rn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ia,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,ht,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,mk,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,cs,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,ka,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,iu,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,eu,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,gl,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,sv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,nb,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,si,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,kn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,st,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ga,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,sg,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,tr,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,sv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,sl,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,se,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,mn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,av,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,gd,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,ln,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,kg,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,st,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,da,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,bm,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,lb,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,mg,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,la,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,gv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,ny,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,tl,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,fj,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,pa,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,si,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,bh,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ln,
