error_date,error_url,status_code,term_source,language_code,ollama_translated_term
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,kk,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,es,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,se,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,yo,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ko,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,hy,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,kl,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,rn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,sg,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,is,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,af,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ln,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,so,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,aa,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,za,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,se,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,na,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,sl,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,zu,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ng,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,kw,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,dv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,bi,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ii,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,wo,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ln,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,et,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ku,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,hi,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,nb,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ms,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,zh,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,nd,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ko,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,sw,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ia,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,uk,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ro,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,si,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,ee,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,gl,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,os,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,fj,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,oc,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,mg,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,gn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,my,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ur,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,el,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,sr,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,lu,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ts,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,su,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,qu,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,uz,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,bi,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,hu,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,hy,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,wo,
2025-06-01,ollama.chat - General Exception,500,Computational Humanities,ak,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,wo,
2025-06-01,ollama.chat - KeyError or ValueError,400,Humanities Data Science,tr,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,st,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,kg,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,ka,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,jv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,az,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,ne,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,tl,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,rw,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ln,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,tn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ia,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,et,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,kn,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,uz,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ik,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,io,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,cv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Public History,nr,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,tr,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,kj,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ku,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,no,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,kk,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,mt,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,ps,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,zu,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,uz,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,sw,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,af,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,za,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,da,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,tk,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,dv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,te,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,se,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,hi,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,et,
2025-06-01,ollama.chat - General Exception,500,Computational Humanities,sq,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,oc,
2025-06-01,ollama.chat - General Exception,500,Computational Humanities,am,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,zh,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ty,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,uk,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,nv,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,yi,
2025-06-01,ollama.chat - General Exception,500,Computational Humanities,eu,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Social Science,ty,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,nn,
2025-06-01,ollama.chat - General Exception,500,Computational Humanities,be,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,my,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,ku,
2025-06-01,ollama.chat - KeyError or ValueError,400,Computational Humanities,co,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,yo,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,dz,
2025-06-01,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,fo,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,af,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,eu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,sq,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,dv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ar,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,am,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ln,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ts,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,av,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ff,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ak,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,as,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ab,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,aa,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ay,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,be,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,de,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,bi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ca,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,az,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,bg,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,fr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,eu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,la,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,av,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,nl,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ba,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,bh,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,br,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,bn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,gl,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,bs,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,el,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,bh,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,an,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ba,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,eo,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,rn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,fo,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ay,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,fj,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,pl,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,fi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,sa,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,hz,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,tr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,kr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,oj,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,tl,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,or,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,be,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,sh,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,rm,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,lo,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ru,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,id,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,pa,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,en,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ht,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,sv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ch,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,he,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,th,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,bi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,hi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,an,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ii,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,lu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,hr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,bm,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,kl,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,lt,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ja,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ha,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,kn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,kv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ks,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ko,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,hu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ss,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,as,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,as,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,gv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,gu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,is,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,lb,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,iu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,lg,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,nr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,li,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,km,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,dz,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,to,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,cr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,vo,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,nd,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,bm,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,da,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,dv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,zh,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,cy,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ny,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,wa,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,wo,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,hy,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ab,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,tk,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,zu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,sn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,fy,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,bm,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,yo,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,fr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,su,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ve,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ab,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,yi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ii,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,sh,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,om,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,pt,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ne,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,tn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,nn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,hy,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,so,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,sg,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,es,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,sc,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,be,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,pl,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ti,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,hi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ht,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,sk,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,an,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,mk,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,kw,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,tg,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ff,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,cv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ki,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ae,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ug,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,tl,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,pi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,fj,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,fa,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,pt,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,sv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ro,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ch,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,de,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,nv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ti,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ce,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,sc,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,hr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,tt,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,cs,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ts,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,th,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,cu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,it,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,cr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,my,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ta,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,bg,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ae,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ca,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,os,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,kw,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,tt,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ho,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,cs,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ti,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,sn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,st,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ru,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,to,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ki,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ce,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,cr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,io,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,or,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,rn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ta,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,mt,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,is,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,km,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ga,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,gv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,id,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,nn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ho,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ss,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,na,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ie,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,eo,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,sw,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,kj,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ig,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,lb,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,en,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,lo,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ht,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,lv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ie,
