review_kind,case_id,review_tier,reviewer_decision,reviewer_family_name,reviewer_iso639_5,reviewer_notes,language_code,language_name,sources,iso639_2_t,n_languages,sample_languages,family_name_iso,family_name_glottolog,choice,category,chosen_family_name,rationale,json_iso639_5,json_family_name,raw_family_name,family_name_reconciled,glottolog_family,glottolog_validation_status,glottolog_changed_family,has_cldr_iso6395_hierarchy,coherence_issue,suggested_iso639_5,suggested_family_name,suggestion_confidence,suggestion_reason,json_rationale,analysis_family_name,analysis_mapping_action,analysis_review_status,analysis_mapping_reason,analysis_policy_source
json_fallback_language,json:luy,REVIEW_HIGH,revise,Atlantic-Congo,alv,,luy,Luyia,cldr,,,,,,,,,,bnt,Niger-Kordofanian languages,Niger-Kordofanian languages,Niger-Kordofanian languages,,No Glottolog match,False,True,abandoned-macrofamily,alv,Atlantic-Congo,medium,Niger-Kordofanian is abandoned elsewhere; rationale points toward Atlantic-Congo/Niger-Congo branches.,Bantu language cluster of Kenya. ISO 639-5: bnt.,Niger-Kordofanian languages,row_level_reconciliation,reference_only,Legacy macrofamily label; assign affected languages to more specific Glottolog/SIL-informed families in the reconciliation review.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:nqo,REVIEW_HIGH,revise,Mande,dmn,,nqo,N’Ko,cldr|iso639_2,nqo,,,,,,,,,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Niger-Kordofanian languages,Artificial Language,Glottolog disagreed; reconciliation kept ISO/JSON family,False,True,abandoned-macrofamily,dmn,Mande,medium,Niger-Kordofanian is abandoned elsewhere; rationale points to Mande.,Mande language (N'Ko script). ISO 639-5: nic.,Niger-Kordofanian languages,row_level_reconciliation,reference_only,Legacy macrofamily label; assign affected languages to more specific Glottolog/SIL-informed families in the reconciliation review.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:nr,REVIEW_HIGH,revise,Atlantic-Congo,alv,,nr,South Ndebele,cldr|iso639_1|iso639_2|wikimedia,nbl,,,,,,,,,bnt,Niger-Kordofanian languages,Niger-Kordofanian languages,Niger-Kordofanian languages,,No Glottolog match,False,True,abandoned-macrofamily,alv,Atlantic-Congo,medium,Niger-Kordofanian is abandoned elsewhere; rationale points toward Atlantic-Congo/Niger-Congo branches.,"South Ndebele (isiNdebele yeSewula) is a Southern Bantu Nguni language of South Africa, distinct from North Ndebele. ISO 639-5: bnt (Bantu languages).",Niger-Kordofanian languages,row_level_reconciliation,reference_only,Legacy macrofamily label; assign affected languages to more specific Glottolog/SIL-informed families in the reconciliation review.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:din,REVIEW_HIGH,revise,Nilotic,ssa,,din,Dinka,cldr|iso639_2,din,,,,,,,,,ssa,Nilo-Saharan languages,Nilo-Saharan languages,Nilo-Saharan languages,,No Glottolog match,False,True,contested-macrofamily,ssa,Nilotic,medium,Nilo-Saharan is treated as contested elsewhere; rationale points to Nilotic.,Nilotic language of South Sudan. ISO 639-5: ssa.,Nilo-Saharan languages,row_level_reconciliation,reference_only,Contested macrofamily; assign affected languages to more specific families in the reconciliation review.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:kln,REVIEW_HIGH,revise,Nilotic,ssa,,kln,Kalenjin,cldr,,,,,,,,,,ssa,Nilo-Saharan languages,Nilo-Saharan languages,Nilo-Saharan languages,,No Glottolog match,False,True,contested-macrofamily,ssa,Nilotic,medium,Nilo-Saharan is treated as contested elsewhere; rationale points to Nilotic.,Nilotic language cluster of Kenya. ISO 639-5: ssa.,Nilo-Saharan languages,row_level_reconciliation,reference_only,Contested macrofamily; assign affected languages to more specific families in the reconciliation review.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:del,REVIEW_HIGH,revise,Algic,alg,,del,Delaware,cldr|iso639_2,del,,,,,,,,,alg,North American Indian languages,North American Indian languages,North American Indian languages,,No Glottolog match,False,True,geographic-grouping,alg,Algic,high,North American Indian is geographic; rationale points to Algonquian/Algic.,Algonquian language of the Delaware people. ISO 639-5: alg.,North American Indian languages,row_level_reconciliation,reference_only,ISO 639-5 geographic cover label; assign affected languages to genealogical families in the reconciliation review.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:den,REVIEW_HIGH,revise,Athabaskan-Eyak-Tlingit,ath,,den,Slave,cldr|iso639_2,den,,,,,,,,,nai,North American Indian languages,North American Indian languages,North American Indian languages,,No Glottolog match,False,True,geographic-grouping,ath,Athabaskan-Eyak-Tlingit,medium,North American Indian is geographic; rationale points to Athabaskan.,Athabaskan language of the Northwest Territories. ISO 639-5: nai.,North American Indian languages,row_level_reconciliation,reference_only,ISO 639-5 geographic cover label; assign affected languages to genealogical families in the reconciliation review.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:gub,REVIEW_HIGH,revise,Tupian,tup,,gub,Guajajára,cldr,,,,,,,,,,sai,South American Indian languages,South American Indian languages,South American Indian languages,,No Glottolog match,False,True,geographic-grouping,tup,Tupian,medium,South American Indian is geographic; rationale points to Tupian.,"Tupian language of Maranhão, Brazil. ISO 639-5: sai.",South American Indian languages,row_level_reconciliation,reference_only,ISO 639-5 geographic cover label; assign affected languages to genealogical families in the reconciliation review.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:lab,REVIEW_HIGH,revise,Undeciphered script,,,lab,Linear A,cldr,,,,,,,,,,,Undeciphered script,Undeciphered script,Undeciphered script,,No Glottolog match,False,False,special-non-family-category,,Undeciphered script,high,Linear A is an undeciphered writing system; keep as a special non-family category or exclude from family aggregation.,Undeciphered writing system of Minoan Crete. No ISO 639-5 code.,Exclude from family aggregation,exclude_special,accepted,Special non-family category; keep out of family-comparison charts.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:jrb,REVIEW_MED,,Afro-Asiatic languages,,,jrb,Judeo-Arabic,cldr|iso639_2,jrb,,,,,,,,,sem,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,,No Glottolog match,False,True,no-external-validation,,Afro-Asiatic languages,low,No Glottolog match; broad family is plausible but not externally cross-validated in this pipeline.,Varieties of Arabic used by Jewish communities. ISO 639-5: sem.,Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:zg,REVIEW_MED,,Afro-Asiatic languages,,,zg,Moroccan Amazigh,wikimedia_only|iso639_1,,,,,,,,,,ber,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,,No Glottolog match,False,True,no-external-validation,,Afro-Asiatic languages,low,No Glottolog match; broad family is plausible but not externally cross-validated in this pipeline.,"Moroccan Amazigh (Tamazight) is a Berber language of the Afro-Asiatic family. ISO 639-5: ber (Berber languages), parent afa (Afro-Asiatic). Previous assessment incorrectly flagged the Wikimedia code as unrecognised.",Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:sam,REVIEW_MED,,Afro-Asiatic languages,,,sam,Samaritan Aramaic,cldr|iso639_2,sam,,,,,,,,,sem,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,,No Glottolog match,False,True,no-external-validation,,Afro-Asiatic languages,low,No Glottolog match; broad family is plausible but not externally cross-validated in this pipeline.,Aramaic variety of the Samaritan community. ISO 639-5: sem.,Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:zgh,REVIEW_MED,,Afro-Asiatic languages,,,zgh,Standard Moroccan Tamazight,cldr|iso639_2,zgh,,,,,,,,,ber,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,,No Glottolog match,False,True,no-external-validation,,Afro-Asiatic languages,low,No Glottolog match; broad family is plausible but not externally cross-validated in this pipeline.,Standardized Berber language of Morocco. ISO 639-5: ber.,Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:syr,REVIEW_MED,,Afro-Asiatic languages,,,syr,Syriac,cldr|iso639_2,syr,,,,,,,,,sem,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,,No Glottolog match,False,True,no-external-validation,,Afro-Asiatic languages,low,No Glottolog match; broad family is plausible but not externally cross-validated in this pipeline.,Aramaic Semitic language of the Middle East. ISO 639-5: sem.,Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:tmh,REVIEW_MED,,Afro-Asiatic languages,,,tmh,Tamashek,cldr|iso639_2,tmh,,,,,,,,,ber,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,,No Glottolog match,False,True,no-external-validation,,Afro-Asiatic languages,low,No Glottolog match; broad family is plausible but not externally cross-validated in this pipeline.,Tuareg Berber language of the Sahara. ISO 639-5: ber.,Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:wal,REVIEW_MED,,,,,wal,Wolaytta,cldr|iso639_2|wikimedia,wal,,,,,,,,,afa,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,Ta-Ne-Omotic,Glottolog disagreed; reconciliation kept ISO/JSON family,False,True,,,,,,"Wolaytta (Wolayta) is an Omotic language of Ethiopia. Omotic is traditionally classified as a branch of Afro-Asiatic, though some linguists treat it as a separate family. ISO 639-5: afa (Afro-Asiatic languages) used as the closest available approximation.",Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:aln,REVIEW_MED,,,,,aln,Gheg Albanian,cldr,,,,,,,,,,sqj,Indo-European languages,Albanian languages,Albanian languages,Indo-European,Glottolog disagreed; reconciliation kept ISO/JSON family,False,False,,,,,,Northern Albanian dialect group. ISO 639-5: sqj (Albanian languages).,Albanian languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:lwl,REVIEW_MED,,,,,lwl,Eastern Lawa,cldr,,,,,,,,,,aav,Austro-Asiatic languages,Austro-Asiatic languages,Austro-Asiatic languages,Austroasiatic,Glottolog disagreed; reconciliation kept ISO/JSON family,False,True,,,,,,Austroasiatic (Palaungic) language of Thailand. ISO 639-5: aav.,Austro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:hoc,REVIEW_MED,,,,,hoc,Ho,cldr,,,,,,,,,,aav,Austro-Asiatic languages,Austro-Asiatic languages,Austro-Asiatic languages,Austroasiatic,Glottolog disagreed; reconciliation kept ISO/JSON family,False,True,,,,,,Austroasiatic (Munda) language of eastern India. ISO 639-5: aav.,Austro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:kha,REVIEW_MED,,,,,kha,Khasi,cldr|iso639_2,kha,,,,,,,,,aav,Austro-Asiatic languages,Austro-Asiatic languages,Austro-Asiatic languages,Austroasiatic,Glottolog disagreed; reconciliation kept ISO/JSON family,False,True,,,,,,Austroasiatic (Khasi-Pnar) language of Meghalaya. ISO 639-5: aav.,Austro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:kjg,REVIEW_MED,,,,,kjg,Khmu,cldr,,,,,,,,,,aav,Austro-Asiatic languages,Austro-Asiatic languages,Austro-Asiatic languages,Austroasiatic,Glottolog disagreed; reconciliation kept ISO/JSON family,False,True,,,,,,Austroasiatic (Khmuic) language of Laos and neighboring countries. ISO 639-5: aav.,Austro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:kdt,REVIEW_MED,,,,,kdt,Kuy,cldr,,,,,,,,,,aav,Austro-Asiatic languages,Austro-Asiatic languages,Austro-Asiatic languages,Austroasiatic,Glottolog disagreed; reconciliation kept ISO/JSON family,False,True,,,,,,Austroasiatic (Mon-Khmer) language of Thailand. ISO 639-5: aav.,Austro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:mnw,REVIEW_MED,,,,,mnw,Mon,cldr,,,,,,,,,,aav,Austro-Asiatic languages,Austro-Asiatic languages,Austro-Asiatic languages,Austroasiatic,Glottolog disagreed; reconciliation kept ISO/JSON family,False,True,,,,,,Austroasiatic (Mon-Khmer) language of Myanmar. ISO 639-5: aav.,Austro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:unx,REVIEW_MED,,,,,unx,Munda,cldr,,,,,,,,,,aav,Austro-Asiatic languages,Austro-Asiatic languages,Austro-Asiatic languages,Bookkeeping,Glottolog disagreed; reconciliation kept ISO/JSON family,False,True,,,,,,Austroasiatic (Munda) language. ISO 639-5: aav.,Austro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:unr,REVIEW_MED,,,,,unr,Mundari,cldr,,,,,,,,,,aav,Austro-Asiatic languages,Austro-Asiatic languages,Austro-Asiatic languages,Austroasiatic,Glottolog disagreed; reconciliation kept ISO/JSON family,False,True,,,,,,Austroasiatic (Munda) language of eastern India. ISO 639-5: aav.,Austro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:kxm,REVIEW_MED,,,,,kxm,Northern Khmer,cldr,,,,,,,,,,aav,Austro-Asiatic languages,Austro-Asiatic languages,Austro-Asiatic languages,Austroasiatic,Glottolog disagreed; reconciliation kept ISO/JSON family,False,True,,,,,,Austroasiatic (Mon-Khmer) language of northeastern Thailand. ISO 639-5: aav.,Austro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:sat,REVIEW_MED,,,,,sat,Santali,cldr|iso639_2,sat,,,,,,,,,aav,Austro-Asiatic languages,Austro-Asiatic languages,Austro-Asiatic languages,Austroasiatic,Glottolog disagreed; reconciliation kept ISO/JSON family,False,True,,,,,,Austroasiatic (Munda) language of eastern India. ISO 639-5: aav.,Austro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:srb,REVIEW_MED,,,,,srb,Sora,cldr,,,,,,,,,,aav,Austro-Asiatic languages,Austro-Asiatic languages,Austro-Asiatic languages,Austroasiatic,Glottolog disagreed; reconciliation kept ISO/JSON family,False,True,,,,,,Austroasiatic (Munda) language of Odisha. ISO 639-5: aav.,Austro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:lcp,REVIEW_MED,,,,,lcp,Western Lawa,cldr,,,,,,,,,,aav,Austro-Asiatic languages,Austro-Asiatic languages,Austro-Asiatic languages,Austroasiatic,Glottolog disagreed; reconciliation kept ISO/JSON family,False,True,,,,,,Austroasiatic (Palaungic) language of Thailand. ISO 639-5: aav.,Austro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:bik,REVIEW_MED,,Austronesian languages,,,bik,Bikol,cldr|iso639_2,bik,,,,,,,,,map,Austronesian languages,Austronesian languages,Austronesian languages,,No Glottolog match,False,True,no-external-validation,,Austronesian languages,low,No Glottolog match; broad family is plausible but not externally cross-validated in this pipeline.,"Malayo-Polynesian language of the Bicol Region, Philippines. ISO 639-5: map.",Austronesian languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:ckt,REVIEW_MED,,,,,ckt,Chukot,cldr,,,,,,,,,,,Chukotko-Kamchatkan languages,Chukotko-Kamchatkan languages,Chukotko-Kamchatkan languages,Chukotko-Kamchatkan,Glottolog agreed,False,False,,,,,,"Chukotko-Kamchatkan language of Chukotka, Russia. No ISO 639-5 code.",Chukotko-Kamchatkan languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:kpy,REVIEW_MED,,,,,kpy,Koryak,cldr,,,,,,,,,,,Chukotko-Kamchatkan languages,Chukotko-Kamchatkan languages,Chukotko-Kamchatkan languages,Chukotko-Kamchatkan,Glottolog agreed,False,False,,,,,,"Chukotko-Kamchatkan language of Kamchatka, Russia. No ISO 639-5 code.",Chukotko-Kamchatkan languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:chn,REVIEW_MED,,,,,chn,Chinook Jargon,cldr|iso639_2,chn,,,,,,,,,crp,Creoles and pidgins,Creoles and pidgins,Creoles and pidgins,Chinookan,Glottolog disagreed; reconciliation kept ISO/JSON family,False,False,,,,,,Pidgin trade language of the Pacific Northwest. ISO 639-5: crp.,Creoles and pidgins,retain_special_category,accepted,Special comparison category retained as its own visible analysis label.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:gcr,REVIEW_MED,,,,,gcr,Guianese Creole French,cldr,,,,,,,,,,crp,Creoles and pidgins,Creoles and pidgins,Creoles and pidgins,Indo-European,Glottolog disagreed; reconciliation kept ISO/JSON family,False,False,,,,,,French-based creole of French Guiana. ISO 639-5: crp.,Creoles and pidgins,retain_special_category,accepted,Special comparison category retained as its own visible analysis label.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:ho,REVIEW_MED,,,,,ho,Hiri Motu,cldr|iso639_1|iso639_2|wikimedia,hmo,,,,,,,,,crp,Creoles and pidgins,Creoles and pidgins,Creoles and pidgins,Pidgin,Glottolog disagreed; reconciliation kept ISO/JSON family,False,False,,,,,,"Hiri Motu is a simplified pidgin/creole based on Motu (an Austronesian language), used as an administrative lingua franca in Papua New Guinea. ISO 639-5: crp (Creoles and pidgins).",Creoles and pidgins,retain_special_category,accepted,Special comparison category retained as its own visible analysis label.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:jam,REVIEW_MED,,,,,jam,Jamaican Creole English,cldr,,,,,,,,,,crp,Creoles and pidgins,Creoles and pidgins,Creoles and pidgins,Indo-European,Glottolog disagreed; reconciliation kept ISO/JSON family,False,False,,,,,,English-based creole of Jamaica. ISO 639-5: crp.,Creoles and pidgins,retain_special_category,accepted,Special comparison category retained as its own visible analysis label.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:kea,REVIEW_MED,,,,,kea,Kabuverdianu,cldr,,,,,,,,,,crp,Creoles and pidgins,Creoles and pidgins,Creoles and pidgins,Indo-European,Glottolog disagreed; reconciliation kept ISO/JSON family,False,False,,,,,,Portuguese-based creole of Cape Verde. ISO 639-5: crp.,Creoles and pidgins,retain_special_category,accepted,Special comparison category retained as its own visible analysis label.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:kri,REVIEW_MED,,,,,kri,Krio,cldr,,,,,,,,,,crp,Creoles and pidgins,Creoles and pidgins,Creoles and pidgins,Indo-European,Glottolog disagreed; reconciliation kept ISO/JSON family,False,False,,,,,,English-based creole of Sierra Leone. ISO 639-5: crp.,Creoles and pidgins,retain_special_category,accepted,Special comparison category retained as its own visible analysis label.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:mfe,REVIEW_MED,,,,,mfe,Morisyen,cldr,,,,,,,,,,crp,Creoles and pidgins,Creoles and pidgins,Creoles and pidgins,Indo-European,Glottolog disagreed; reconciliation kept ISO/JSON family,False,False,,,,,,French-based creole of Mauritius. ISO 639-5: crp.,Creoles and pidgins,retain_special_category,accepted,Special comparison category retained as its own visible analysis label.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:pcm,REVIEW_MED,,,,,pcm,Nigerian Pidgin,cldr,,,,,,,,,,crp,Creoles and pidgins,Creoles and pidgins,Creoles and pidgins,Indo-European,Glottolog disagreed; reconciliation kept ISO/JSON family,False,False,,,,,,English-based pidgin/creole of Nigeria. ISO 639-5: crp.,Creoles and pidgins,retain_special_category,accepted,Special comparison category retained as its own visible analysis label.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:pis,REVIEW_MED,,,,,pis,Pijin,cldr,,,,,,,,,,crp,Creoles and pidgins,Creoles and pidgins,Creoles and pidgins,Indo-European,Glottolog disagreed; reconciliation kept ISO/JSON family,False,False,,,,,,English-based creole of the Solomon Islands. ISO 639-5: crp.,Creoles and pidgins,retain_special_category,accepted,Special comparison category retained as its own visible analysis label.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:rcf,REVIEW_MED,,,,,rcf,Réunion Creole French,cldr,,,,,,,,,,crp,Creoles and pidgins,Creoles and pidgins,Creoles and pidgins,Indo-European,Glottolog disagreed; reconciliation kept ISO/JSON family,False,False,,,,,,French-based creole of Réunion. ISO 639-5: crp.,Creoles and pidgins,retain_special_category,accepted,Special comparison category retained as its own visible analysis label.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:crs,REVIEW_MED,,,,,crs,Seselwa Creole French,cldr,,,,,,,,,,crp,Creoles and pidgins,Creoles and pidgins,Creoles and pidgins,Indo-European,Glottolog disagreed; reconciliation kept ISO/JSON family,False,False,,,,,,French-based creole of Seychelles. ISO 639-5: crp.,Creoles and pidgins,retain_special_category,accepted,Special comparison category retained as its own visible analysis label.,family_analysis_mapping_reviewed.csv
